chapter,kind,method,level,verse,cometkiwi,src,mt
1,method,llm_prompt_low,,40,0.520368,where she entered Zechariah’s home and greeted Elizabeth.,进入__PERSON_A__家，向__PERSON_B__问安。
1,method,llm_prompt_low,,41,0.439667,"When Elizabeth heard Mary’s greeting, the baby leaped in her womb, and Elizabeth was filled with the Holy Spirit.",__PERSON_B__听见__PERSON_D__的问安后，肚里的孩子跳动，__PERSON_B__充满了__SPIRIT_A__。
1,method,llm_prompt_low,,42,0.838169,"In a loud voice she exclaimed: “Blessed are you among women, and blessed is the child you will bear!",她放声说：“妇女中你是有福的，所怀的孩子也是有福的！
1,method,llm_prompt_low,,43,0.784905,"But why am I so favored, that the mother of my Lord should come to me?",为什么我如此蒙恩，主我的母亲竟来拜访我？
1,method,llm_prompt_low,,44,0.765453,"As soon as the sound of your greeting reached my ears, the baby in my womb leaped for joy.",你问安的话音一入我耳，肚里的孩子就跳跳欢喜。
1,method,llm_prompt_low,,45,0.495611,"Blessed is she who has believed that the Lord would fulfill his promises to her!”

Mary’s Song","信靠__MASTER_A__应验他对她所说的，这妇人是有福的！”

__PERSON_D__的歌"
1,method,llm_prompt_low,,46,0.538595,"And Mary said:

“My soul glorifies the Lord","__PERSON_D__说：

“我的心尊主为大，"
1,method,llm_prompt_low,,47,0.479902,"and my spirit rejoices in God my Savior,",我的灵以__MOST_HIGH_A__我救主快乐，
1,method,llm_prompt_low,,48,0.689377,"for he has been mindful
    of the humble state of his servant.
From now on all generations will call me blessed,","因为他顾念了他__LOCAL_ROLE_02__卑微的状态。
今后世世代代都要称我有福，"
1,method,llm_prompt_low,,49,0.842102,"for the Mighty One has done great things for me—
    holy is his name.","因为全能者为我行了大事—
他的名是圣的，"
1,method,llm_prompt_low,,50,0.825532,"His mercy extends to those who fear him,
    from generation to generation.","他的怜悯归于敬畏他的人，
世世代代。"
1,method,llm_prompt_low,,51,0.796525,"He has performed mighty deeds with his arm;
    he has scattered those who are proud in their inmost thoughts.","他以膀臂施展大能，
驱散心怀骄傲的人。"
1,method,llm_prompt_low,,52,0.826500,"He has brought down rulers from their thrones
    but has lifted up the humble.","他推翻王权宝座，
却高举谦卑人。"
1,method,llm_prompt_low,,53,0.786994,"He has filled the hungry with good things
    but has sent the rich away empty.","他赐福饥饿者，
使富足者空手而去。"
1,method,llm_prompt_low,,54,0.415202,"He has helped his servant Israel,
    remembering to be merciful","他扶助他__LOCAL_ROLE_02__的__PEOPLE_A__，
常记怜悯"
1,method,llm_prompt_low,,55,0.594501,"to Abraham and his descendants forever,
    just as he promised our ancestors.”",直到永远，像他向我们的祖先__ANCESTOR_A__应许的。”
1,method,llm_prompt_low,,56,0.522779,"Mary stayed with Elizabeth for about three months and then returned home.

The Birth of John the Baptist","__PERSON_D__与__PERSON_B__同住约三个月，然后回家。

约翰的出生"
1,method,llm_prompt_low,,57,0.593417,"When it was time for Elizabeth to have her baby, she gave birth to a son.",到了__PERSON_B__分娩的时候，她生了一个儿子。
1,method,llm_prompt_low,,58,0.707654,"Her neighbors and relatives heard that the Lord had shown her great mercy, and they shared her joy.",邻居和亲戚听说__MASTER_A__向她大显怜悯，大家共享她的快乐。
1,method,llm_prompt_low,,59,0.692207,"On the eighth day they came to circumcise the child, and they were going to name him after his father Zechariah,",第八天，他们来给孩子行割礼，想按父亲__PERSON_A__的名给他起名，
1,method,llm_prompt_low,,60,0.524019,"but his mother spoke up and said, “No! He is to be called John.”",但她母亲说：“不！他要叫__PERSON_C__。”
1,method,llm_prompt_low,,61,0.827142,"They said to her, “There is no one among your relatives who has that name.”",他们说：“你亲族中没有这个名字。”
1,method,llm_prompt_low,,62,0.727778,"Then they made signs to his father, to find out what he would like to name the child.",就向他父亲示意问他叫什么名字。
1,method,llm_prompt_low,,63,0.646826,"He asked for a writing tablet, and to everyone’s astonishment he wrote, “His name is John.”",他要了写字板，大家惊讶他写出：“他的名字是__PERSON_C__。”
1,method,llm_prompt_low,,64,0.554403,"Immediately his mouth was opened and his tongue set free, and he began to speak, praising God.",立刻他的口开了，舌头解开，开始说话赞美__MOST_HIGH_A__。
1,method,llm_prompt_low,,65,0.620943,"All the neighbors were filled with awe, and throughout the hill country of Judea people were talking about all these things.",邻居们都充满敬畏，整个__LOCAL_PLACE_02__的人都谈论这些事。
1,method,llm_prompt_low,,66,0.532991,"Everyone who heard this wondered about it, asking, “What then is this child going to be?” For the Lord’s hand was with him.

Zechariah’s Song","所有人听见都惊奇，问：“这孩子将成为什么样的人？”因为__MASTER_A__与他同在。

__PERSON_A__的歌"
1,method,llm_prompt_low,,67,0.404719,His father Zechariah was filled with the Holy Spirit and prophesied:,他的父亲__PERSON_A__充满了__SPIRIT_A__，预言说：
1,method,llm_prompt_low,,68,0.271179,"“Praise be to the Lord, the God of Israel,
    because he has come to his people and redeemed them.",“赞美主， __MOST_HIGH_A__的__PEOPLE_A__的__MASTER_A__，
1,method,llm_prompt_low,,69,0.362492,"He has raised up a horn of salvation for us
    in the house of his servant David",因为他到他的百姓中来，赎回他们。
1,method,llm_prompt_low,,70,0.248275,"(as he said through his holy prophets of long ago),","他为我们兴起救恩的角，
在他__LOCAL_ROLE_02__ __KING_A__家中，"
1,method,llm_prompt_low,,71,0.277003,"salvation from our enemies
    and from the hand of all who hate us—",（正如他借古时圣洁的__LOCAL_ROLE_01__所说），
1,method,llm_prompt_low,,72,0.360880,"to show mercy to our ancestors
    and to remember his holy covenant,","要救我们脱离我们的敌人，
和恨我们之人的手中——"
1,method,llm_prompt_low,,73,0.367310,the oath he swore to our father Abraham:,"要向我们的祖先施怜悯，
纪念他圣洁的约，"
1,method,llm_prompt_low,,74,0.293665,"to rescue us from the hand of our enemies,
    and to enable us to serve him without fear",他向我们的父亲__ANCESTOR_A__所起的誓言：
1,method,llm_prompt_low,,75,0.326529,in holiness and righteousness before him all our days.,"要救我们脱离敌人的手，
好使我们无惧地侍奉他，"
1,method,llm_prompt_low,,76,0.280357,"And you, my child, will be called a prophet of the Most High;
    for you will go on before the Lord to prepare the way for him,",在他面前行圣洁和公义的日子里。
1,method,llm_prompt_low,,77,0.260031,"to give his people the knowledge of salvation
    through the forgiveness of their sins,","你，我的__LOCAL_ENTITY_01__，必称为__HONORED_A__的__LOCAL_ROLE_01__；
你要在__MASTER_A__前面行，预备他的道路，"
1,method,llm_prompt_low,,78,0.303007,"because of the tender mercy of our God,
    by which the rising sun will come to us from heaven","给他百姓知识得救，
借罪得赦，"
1,method,llm_prompt_low,,79,0.301953,"to shine on those living in darkness
    and in the shadow of death,
to guide our feet into the path of peace.”","因为我们__MOST_HIGH_A__的慈悲，
使天上升起的太阳临到我们，"
1,method,llm_prompt_low,,80,0.620220,And the child grew and became strong in spirit; and he lived in the wilderness until he appeared publicly to Israel.,这个孩子身体增长，灵力增强；他住在旷野，直到向__PEOPLE_A__公开显现。
1,method,llm_prompt_medium,,1,0.744495,"Many have undertaken to draw up an account of the things that have been fulfilled among us,",许多人曾着手写下我们中间已成就的事情的记载，
1,method,llm_prompt_medium,,2,0.531109,just as they were handed down to us by those who from the first were eyewitnesses and servants of the word.,就如同那些从起初亲眼见过并且是__LOCAL_ROLE_02__之词的人传给我们的那样。
1,method,llm_prompt_medium,,3,0.657296,"With this in mind, since I myself have carefully investigated everything from the beginning, I too decided to write an orderly account for you, most excellent Theophilus,",鉴于此，我自己既然仔细考察了一切从头起的事，也决定为您，最尊贵的__RECIPIENT_A__，写一份有条理的记载，
1,method,llm_prompt_medium,,4,0.622749,"so that you may know the certainty of the things you have been taught.

The Birth of John the Baptist Foretold","好让您知道所受教导的事是确实的。

施洗者__PERSON_C__的诞生预言"
1,method,llm_prompt_medium,,5,0.485860,"In the time of Herod king of Judea there was a priest named Zechariah, who belonged to the priestly division of Abijah; his wife Elizabeth was also a descendant of Aaron.",在__LOCAL_PLACE_01__的君王__RULER_A__时代，有一个名叫__PERSON_A__的__WORKER_A__，他属于__DIVISION_A__的祭司班次；他的妻子__PERSON_B__也是__FOREFATHER_B__的后裔。
1,method,llm_prompt_medium,,6,0.689205,"Both of them were righteous in the sight of God, observing all the Lord’s commands and decrees blamelessly.",他们在至高者__MOST_HIGH_A__面前都是义人，完全遵守__MASTER_A__的所有命令和条例，无可指摘。
1,method,llm_prompt_medium,,7,0.665481,"But they were childless because Elizabeth was not able to conceive, and they were both very old.",但他们没有孩子，因为__PERSON_B__不能怀孕，而且两人年纪都很大。
1,method,llm_prompt_medium,,8,0.533246,"Once when Zechariah’s division was on duty and he was serving as priest before God,",有一次，当__PERSON_A__班次值勤，他在至高者__MOST_HIGH_A__面前当祭司时，
1,method,llm_prompt_medium,,9,0.599841,"he was chosen by lot, according to the custom of the priesthood, to go into the temple of the Lord and burn incense.",按照祭司的规矩，他奉抽签被选中进入__MASTER_A__的__PLACE_A__里烧香。
1,method,llm_prompt_medium,,10,0.827946,"And when the time for the burning of incense came, all the assembled worshipers were praying outside.",当烧香的时间到了，所有聚集的敬拜者都在外面等待。
1,method,llm_prompt_medium,,11,0.457026,"Then an angel of the Lord appeared to him, standing at the right side of the altar of incense.",这时，__MASTER_A__的使者站在__LOCAL_OBJECT_01__的右边向他显现。
1,method,llm_prompt_medium,,12,0.537124,"When Zechariah saw him, he was startled and was gripped with fear.",__PERSON_A__一见他就惊慌失措，害怕缠绕着他。
1,method,llm_prompt_medium,,13,0.804818,"But the angel said to him: “Do not be afraid, Zechariah; your prayer has been heard. Your wife Elizabeth will bear you a son, and you are to call him John.",使者对他说：“__PERSON_A__，不要害怕；你的祈求已经蒙垂听。你妻子__PERSON_B__将给你生一个儿子，你要给他起名叫__PERSON_C__。
1,method,llm_prompt_medium,,14,0.831976,"He will be a joy and delight to you, and many will rejoice because of his birth,",他要给你带来欢乐和喜乐，许多人因他的出生欢欣鼓舞，
1,method,llm_prompt_medium,,15,0.604083,"for he will be great in the sight of the Lord. He is never to take wine or other fermented drink, and he will be filled with the Holy Spirit even before he is born.",因为他在__MASTER_A__眼中必为大。他绝不可喝酒和任何发酵的饮料，他未出生就必充满__SPIRIT_A__。
1,method,llm_prompt_medium,,16,0.609498,He will bring back many of the people of Israel to the Lord their God.,他要使许多__PEOPLE_A__人归向他们的至高者__MASTER_A__。
1,method,llm_prompt_medium,,17,0.670797,"And he will go on before the Lord, in the spirit and power of Elijah, to turn the hearts of the parents to their children and the disobedient to the wisdom of the righteous—to make ready a people prepared for the Lord.”",他要凭着先知__PROPHET_A__的灵和大能，在__MASTER_A__面前预备道路，使父亲的心转向儿女，使悖逆的人归向义人的智慧，预备合乎__MASTER_A__的百姓。”
1,method,llm_prompt_medium,,18,0.752173,"Zechariah asked the angel, “How can I be sure of this? I am an old man and my wife is well along in years.”",__PERSON_A__对使者说：“这事我怎能知道呢？我已经老了，我的妻子年纪也大了。”
